ward,area_sqm,rooms,floor,building_age,distance_to_station_min,amenity_score,has_balcony,has_parking,is_remodeled,price_million_yen
Taito,56.12,1,22,33.3,5.3,93.9,1,0,1,132.97
Nakano,48.52,2,12,3.6,1.0,100.0,1,1,1,173.4
Minato,40.34,2,16,5.4,10.0,85.3,1,1,0,226.19
Arakawa,20.0,1,18,1.9,16.9,86.6,1,1,0,70.04
Suginami,25.31,1,13,2.9,12.4,79.9,1,1,0,95.47
Taito,130.56,5,16,48.8,11.1,63.3,0,1,1,175.13
Setagaya,69.2,3,12,0.4,4.8,95.0,1,1,0,194.85
Edogawa,70.26,3,9,11.1,1.0,100.0,1,1,0,133.3
Shinagawa,70.09,2,13,21.6,11.0,76.6,1,1,1,212.0
Minato,85.93,3,29,5.9,1.6,99.6,0,1,0,267.44
Shinagawa,72.73,3,16,11.7,8.8,69.8,1,0,1,158.66
Taito,47.57,2,21,7.2,13.1,65.8,1,0,0,142.8
Itabashi,38.66,1,23,19.2,9.2,91.8,1,0,0,85.31
Taito,27.21,1,17,4.0,1.0,79.5,0,0,0,128.92
Nerima,94.54,3,3,35.0,5.3,82.3,1,1,1,105.15
Chuo,84.49,3,15,0.3,24.6,64.5,0,1,0,160.12
Edogawa,67.31,3,27,50.0,23.5,40.3,1,0,1,46.9
Chuo,65.67,3,7,12.5,1.0,92.0,1,1,0,204.72
Chuo,93.76,4,22,17.1,7.8,87.0,1,1,0,202.45
Chuo,111.05,4,2,2.8,14.2,74.9,1,0,0,207.94
Ota,85.04,3,17,19.0,3.0,100.0,1,0,1,194.43
Chuo,103.7,5,1,5.1,1.8,100.0,0,1,0,132.72
Setagaya,72.15,2,15,6.0,5.4,100.0,1,1,1,167.42
Chiyoda,46.95,2,11,5.7,3.7,100.0,1,1,0,212.96
Chuo,20.0,1,12,4.4,8.1,84.8,1,1,0,170.56
Arakawa,75.11,3,23,35.3,12.5,74.1,1,1,0,95.75
Shinagawa,76.43,3,19,3.2,5.1,92.4,1,1,0,196.57
Shinagawa,98.34,4,6,38.3,1.6,100.0,0,1,1,183.45
Chiyoda,20.0,1,11,15.7,10.3,90.4,1,0,0,124.88
Shinjuku,95.1,4,3,8.6,1.0,57.4,1,0,0,165.41
Minato,71.37,3,16,50.0,9.8,92.0,1,0,0,147.75
Ota,97.53,3,4,23.5,17.1,65.1,1,1,0,131.57
Nerima,88.29,3,9,15.6,4.2,94.5,1,1,1,148.22
Setagaya,64.14,3,30,45.0,4.5,88.4,1,1,1,146.65
Shinagawa,77.64,3,28,5.6,10.8,68.2,0,1,0,155.77
Shibuya,63.76,4,8,32.4,6.0,87.1,1,1,1,195.27
Nakano,41.3,1,25,5.6,2.5,100.0,1,0,0,120.46
Sumida,97.24,4,7,16.6,18.5,86.3,0,1,0,138.05
Suginami,82.58,3,16,8.4,28.8,57.3,1,0,0,120.4
Meguro,141.54,4,17,18.3,8.7,80.7,1,1,0,218.15
Koto,21.28,2,17,50.0,3.6,99.2,0,1,0,50.74
Ota,80.87,2,7,21.8,1.8,100.0,1,1,1,172.88
Arakawa,64.63,3,2,2.7,2.7,93.7,1,1,0,124.95
Chuo,54.87,3,27,2.2,28.8,48.7,0,1,0,134.04
Suginami,80.75,2,21,18.8,5.9,86.9,0,1,0,132.61
Bunkyo,76.03,3,15,20.2,8.7,87.9,1,0,1,199.67
Itabashi,70.46,3,28,15.7,2.2,85.7,1,0,0,126.66
Chuo,105.22,5,14,25.0,3.2,88.7,1,0,1,199.39
Nerima,43.45,2,12,15.8,25.3,50.4,1,0,0,73.23
Chiyoda,99.34,4,7,0.5,8.7,95.8,1,1,0,245.98
Chiyoda,70.32,3,15,5.8,1.0,100.0,1,1,0,215.4
Nerima,20.0,1,1,5.7,15.4,75.0,1,1,0,89.47
Ota,77.8,3,29,13.3,5.7,72.8,1,0,0,147.26
Chiyoda,45.61,1,14,11.2,1.2,89.1,0,0,0,173.19
Chuo,58.68,3,7,1.2,2.0,96.5,1,1,0,210.38
Ota,109.53,5,14,4.4,1.0,100.0,1,0,0,214.35
Minato,80.49,3,9,43.5,7.7,86.6,1,1,1,189.28
Bunkyo,58.99,3,3,46.9,4.4,93.9,1,1,1,99.91
Itabashi,63.28,4,24,2.2,2.7,93.8,0,1,0,156.73
Meguro,48.92,2,11,6.7,6.5,77.5,0,0,0,180.2
Minato,74.47,2,1,2.8,12.4,60.0,1,0,0,231.61
Bunkyo,76.15,3,30,7.0,1.9,97.9,0,0,0,205.61
Katsushika,121.29,5,16,5.2,2.9,100.0,0,0,1,153.04
Itabashi,89.5,3,7,6.8,2.1,98.8,0,0,0,146.99
Meguro,93.71,5,10,2.8,6.7,88.2,1,1,0,250.7
Sumida,67.79,2,13,16.4,13.3,88.1,1,1,0,130.58
Taito,20.0,1,3,5.5,1.8,92.8,0,0,0,87.65
Toshima,38.56,1,26,0.4,17.4,63.1,0,1,0,115.86
Katsushika,122.94,4,4,9.0,1.0,100.0,1,0,0,165.88
Arakawa,93.54,3,4,8.8,2.2,86.9,0,1,0,141.52
Bunkyo,76.08,3,15,35.0,4.1,81.1,1,1,1,181.96
Meguro,120.93,3,13,2.5,1.9,100.0,0,1,0,229.61
Chuo,61.52,2,7,10.6,10.6,63.5,0,0,0,139.04
Suginami,20.0,1,28,15.9,8.6,88.2,0,0,1,118.71
Toshima,104.9,4,10,7.0,1.0,97.8,1,0,1,245.41
Taito,95.32,4,12,4.7,2.4,65.3,1,1,1,174.77
Koto,110.29,3,16,3.3,6.5,84.6,0,0,0,168.22
Shibuya,42.47,2,15,19.4,7.3,83.3,1,0,1,168.92
Taito,122.69,4,7,8.0,6.7,100.0,1,1,0,180.47
Ota,83.31,2,2,10.5,13.0,57.0,1,0,0,128.47
Nerima,109.19,3,6,20.8,1.6,87.8,0,0,1,205.58
Kita,97.62,4,5,16.1,4.6,100.0,0,1,1,213.72
Bunkyo,20.0,1,6,4.9,2.1,73.2,1,1,0,146.46
Meguro,69.51,2,3,50.0,10.4,72.7,1,0,1,109.14
Nakano,28.21,1,29,50.0,2.2,100.0,1,1,1,54.88
Kita,70.44,3,12,9.7,12.1,83.5,1,1,0,116.9
Adachi,35.48,1,8,2.6,30.0,39.6,1,1,0,55.37
Minato,91.69,5,12,9.6,2.2,85.5,0,0,1,238.04
Toshima,79.29,3,28,38.2,1.6,96.5,0,1,1,159.16
Meguro,64.08,3,26,0.5,1.0,72.8,1,1,0,199.82
Kita,89.05,2,24,5.8,12.1,78.8,1,1,0,94.72
Edogawa,96.19,4,1,44.0,4.0,90.4,0,0,1,105.39
Nerima,82.38,3,21,0.3,30.0,32.9,1,1,0,73.04
Minato,54.07,1,3,5.6,7.1,97.6,1,1,0,176.7
Arakawa,57.94,2,22,24.8,1.0,100.0,1,0,0,128.18
Chiyoda,56.11,2,11,11.0,13.7,67.7,1,1,0,179.88
Setagaya,78.64,2,24,14.9,2.4,92.5,0,1,0,153.67
Arakawa,67.24,3,14,13.6,4.2,87.7,1,1,1,161.04
Adachi,71.36,3,28,9.5,18.9,62.8,1,1,0,115.96
Shibuya,20.0,1,22,50.0,4.9,99.4,1,1,1,135.08
Sumida,79.9,3,13,38.1,2.3,100.0,1,0,1,128.15
Meguro,81.2,3,24,11.8,1.3,100.0,1,1,0,249.57
Chiyoda,66.94,3,14,1.5,10.4,69.4,1,1,0,208.92
Suginami,75.17,3,13,30.4,1.4,93.5,1,1,1,172.53
Chiyoda,43.63,1,22,25.2,15.1,75.5,0,1,0,115.25
Chiyoda,93.16,4,12,13.0,8.0,97.7,1,0,0,187.59
Shibuya,118.72,5,16,25.6,2.3,75.9,1,1,0,274.53
Setagaya,38.37,1,20,8.8,1.5,100.0,1,1,0,131.64
Itabashi,109.66,3,27,2.4,2.4,94.7,1,0,0,219.45
Taito,41.16,3,1,12.8,30.0,38.3,0,0,1,59.66
Katsushika,44.0,2,25,2.5,11.5,80.5,1,1,0,132.13
Toshima,80.07,3,30,30.7,1.9,100.0,1,0,0,142.8
Suginami,82.52,2,7,10.7,1.6,97.6,0,0,0,162.99
Katsushika,77.13,3,7,45.9,8.5,71.1,1,0,1,85.58
Adachi,82.08,3,30,13.8,1.7,95.8,0,1,0,147.2
Nerima,107.19,4,3,22.3,17.0,61.7,0,1,0,121.75
Bunkyo,75.73,2,24,15.4,1.5,98.0,0,1,0,170.59
Edogawa,113.43,4,24,9.0,3.2,85.9,0,1,1,150.0
Kita,98.27,3,12,20.1,2.8,100.0,1,1,0,190.75
Katsushika,42.62,2,27,2.7,8.2,78.4,1,0,0,130.82
Taito,64.02,2,29,5.0,1.6,100.0,1,1,0,161.9
Chiyoda,74.88,3,3,0.3,2.2,89.7,1,0,0,208.03
Nakano,20.0,2,22,2.9,1.5,90.0,1,1,0,107.75
Chuo,76.28,3,14,10.1,8.5,72.2,0,1,1,204.43
Kita,66.66,3,13,9.6,7.9,82.1,1,0,1,159.54
Arakawa,36.49,1,17,18.8,2.0,91.3,1,0,0,75.78
Koto,28.85,1,25,23.3,10.1,76.7,1,0,1,83.44
Shinjuku,20.23,1,17,27.7,11.0,69.3,1,1,1,105.37
Nakano,99.26,5,12,23.6,1.0,100.0,0,0,0,152.49
Shinagawa,66.73,3,10,4.9,10.5,64.1,0,1,0,171.52
Koto,92.09,5,11,2.7,3.2,100.0,1,1,0,202.76
Suginami,47.31,2,1,12.8,20.6,75.0,1,1,0,78.8
Shibuya,92.92,4,22,46.9,1.0,97.5,0,1,1,231.88
Arakawa,37.14,2,20,37.4,1.0,90.6,1,0,1,96.81
Suginami,36.54,2,29,12.7,1.1,97.5,1,1,0,152.35
Bunkyo,68.84,2,17,7.0,7.7,65.7,1,1,0,213.34
Chiyoda,96.33,4,2,15.8,6.8,78.5,1,0,1,209.84
Suginami,48.23,1,12,0.8,5.4,81.0,0,1,0,140.13
Meguro,74.13,2,7,6.9,4.8,86.0,0,1,0,200.48
Nerima,51.29,2,6,2.8,1.0,91.9,1,1,0,139.22
Ota,121.53,4,25,4.1,1.7,100.0,1,1,0,220.64
Edogawa,66.98,3,10,6.3,21.4,44.8,1,1,0,108.14
Adachi,88.0,3,24,4.7,10.0,76.8,1,1,0,185.18
Taito,62.11,3,14,10.6,7.9,73.8,1,1,0,160.03
Shinjuku,158.99,3,24,32.0,4.8,86.1,0,1,1,245.79
Toshima,58.6,2,20,16.5,17.6,46.4,1,0,1,85.51
Minato,99.58,4,27,21.9,30.0,49.0,1,1,1,204.93
Chuo,64.16,2,17,7.0,2.7,100.0,0,1,1,205.48
Chiyoda,50.49,1,16,50.0,3.9,78.9,1,1,1,125.81
Itabashi,20.0,1,27,3.4,9.9,89.6,1,0,0,93.3
Chiyoda,35.21,1,2,0.7,5.9,85.5,0,0,0,168.65
Shinagawa,82.72,2,24,50.0,11.5,60.9,0,1,1,140.3
Nerima,80.6,3,3,7.9,5.6,100.0,1,1,1,164.79
Taito,82.2,2,14,5.6,10.4,76.4,1,1,0,153.2
Chuo,96.26,4,6,5.8,4.5,89.8,1,0,0,235.81
Shibuya,103.27,5,5,16.9,8.2,96.6,0,0,0,159.47
Taito,63.13,3,14,1.2,12.7,78.8,1,0,0,138.66
Adachi,73.39,2,3,12.5,4.6,89.7,0,1,1,117.13
Ota,115.19,4,12,50.0,1.1,100.0,0,1,1,127.66
Shinagawa,54.1,2,3,12.0,12.3,66.8,0,1,0,118.52
Shibuya,77.46,3,12,28.7,1.5,85.9,1,1,1,190.21
Toshima,91.22,4,30,0.4,9.4,79.3,0,1,0,185.46
Shinagawa,86.9,4,18,16.2,1.0,91.7,1,0,0,174.99
Edogawa,130.09,4,22,2.3,2.9,86.5,1,0,0,235.48
Bunkyo,113.4,4,20,44.9,15.7,71.0,0,0,1,135.92
Ota,90.66,4,9,17.6,2.2,95.9,0,0,0,127.42
Shinjuku,64.96,4,21,2.1,3.4,94.8,1,1,0,227.57
Chuo,132.97,3,19,6.5,2.2,96.3,1,1,0,224.17
Chuo,98.78,4,8,8.1,11.6,73.2,1,1,0,237.96
Minato,51.39,2,12,3.8,1.8,100.0,0,0,0,215.44
Adachi,93.69,4,17,7.4,25.7,27.4,1,0,0,137.23
Toshima,95.92,5,11,40.1,1.0,100.0,1,0,0,171.36
Sumida,40.09,2,30,6.1,5.3,93.1,1,1,1,134.97
Bunkyo,73.25,4,25,18.9,1.3,98.5,1,0,0,166.75
Minato,122.45,4,12,10.9,1.0,100.0,1,1,0,304.45
Itabashi,49.81,2,27,5.6,20.4,78.1,0,0,0,94.15
Nerima,89.85,3,28,12.7,30.0,58.0,1,0,0,115.16
Nerima,23.67,1,27,44.9,30.0,45.7,1,1,1,10.0
Katsushika,96.83,3,19,13.7,3.7,95.2,1,0,1,188.85
Sumida,95.76,4,25,14.0,4.8,86.5,0,1,0,201.46
Shinagawa,90.09,4,13,3.2,4.8,87.5,0,1,0,187.04
Itabashi,50.84,3,18,10.4,1.1,100.0,0,0,1,169.44
Arakawa,81.72,4,13,8.6,4.5,85.4,1,1,0,175.25
Kita,25.97,1,7,50.0,17.1,68.3,1,0,1,21.61
Nakano,33.71,1,10,33.0,30.0,48.5,0,0,0,10.0
Shinjuku,114.3,4,4,14.8,11.8,94.8,0,1,0,261.46
Kita,68.38,4,20,7.1,10.1,94.0,1,0,0,134.37
Shinjuku,54.05,2,1,5.6,18.6,56.1,1,1,0,122.33
Katsushika,61.36,4,23,27.8,13.6,62.0,1,0,0,81.72
Setagaya,79.39,3,28,17.0,5.0,100.0,0,1,1,180.93
Minato,62.5,4,19,1.8,7.1,78.8,1,1,0,200.7
Adachi,79.43,3,16,32.0,11.1,85.1,1,0,0,106.99
Shibuya,149.23,4,13,5.7,3.1,94.4,1,0,0,253.13
Nerima,87.3,3,12,20.7,1.7,92.0,1,1,1,152.25
Setagaya,68.6,3,12,4.9,3.3,92.8,1,0,0,201.66
Kita,26.64,1,23,40.1,6.1,72.7,1,1,1,88.01
Edogawa,31.47,1,29,0.7,5.3,83.8,1,0,0,101.53
Suginami,81.71,2,27,5.4,10.8,68.3,1,1,0,187.71
Nakano,74.75,2,14,10.0,3.8,100.0,1,1,0,133.32
Chiyoda,70.71,4,22,18.6,10.5,76.4,1,0,0,145.43
Itabashi,65.96,3,11,14.0,3.2,99.7,1,0,1,172.05
Kita,31.76,2,19,50.0,23.5,63.2,0,1,1,23.78
Suginami,98.17,5,19,18.4,9.2,72.7,1,1,0,162.34
Chuo,95.75,4,26,28.2,3.2,92.4,1,0,1,205.97
Shinagawa,82.59,4,28,11.5,1.0,96.7,0,1,1,210.46
Sumida,64.47,4,27,14.4,21.1,67.9,1,0,1,114.57
Shinagawa,118.62,5,17,50.0,1.0,96.0,1,0,1,196.24
Setagaya,50.16,2,19,14.2,1.0,98.7,1,0,1,190.29
Shibuya,57.73,2,17,44.8,1.6,81.4,1,0,0,165.65
Toshima,51.81,2,4,37.3,1.0,96.1,1,0,1,135.46
Adachi,85.31,3,8,41.0,30.0,43.2,1,1,1,59.57
Arakawa,41.26,3,2,4.4,2.6,89.9,0,0,0,117.53
Shinjuku,83.1,3,4,32.1,4.4,92.3,1,0,0,149.31
Nerima,85.25,4,14,16.3,4.9,76.3,0,1,0,131.54
Nakano,88.42,3,1,4.5,10.4,75.6,0,0,0,137.32
Kita,36.38,2,19,12.3,18.5,72.0,0,1,1,110.32
Bunkyo,40.92,3,13,4.8,6.9,94.7,0,0,0,141.18
Ota,49.59,1,19,12.0,4.1,97.5,1,0,0,106.89
Chuo,122.53,4,10,22.2,1.6,84.5,0,0,0,190.31
Taito,65.87,3,23,13.3,3.7,85.1,1,1,0,197.28
Itabashi,94.71,4,25,1.9,23.7,52.3,0,1,0,177.9
Chiyoda,44.56,3,14,17.6,6.3,78.1,1,0,0,165.38
Setagaya,117.22,4,13,6.5,10.8,83.3,1,0,0,220.39
Toshima,65.25,3,18,3.7,11.4,82.1,0,1,0,156.78
Shinjuku,88.87,3,19,3.3,8.2,82.4,1,0,0,152.97
Katsushika,65.05,3,1,8.4,13.5,83.6,1,0,0,104.02
Koto,37.97,1,14,3.6,6.1,80.4,1,1,0,144.1
Katsushika,101.09,4,19,10.4,8.9,84.2,1,0,0,113.2
Shinjuku,97.39,3,13,2.0,5.2,93.4,0,0,0,219.97
Taito,98.4,3,12,15.6,15.0,80.3,1,0,1,105.07
Meguro,120.96,4,7,1.2,17.4,61.1,0,1,0,224.83
Ota,50.89,2,27,1.7,18.1,70.6,1,1,0,121.57
Nerima,20.0,1,15,12.1,20.9,59.3,1,0,0,51.24
Setagaya,122.32,3,24,18.5,3.2,94.0,1,0,0,159.71
Shibuya,98.05,5,29,50.0,9.0,71.7,0,0,1,206.41
Edogawa,81.82,3,8,0.7,1.7,87.1,0,1,0,160.22
Toshima,127.37,5,12,8.6,10.2,70.2,1,0,1,137.76
Bunkyo,45.96,2,6,33.8,12.6,71.0,0,1,0,106.71
Shinjuku,80.08,3,12,38.6,1.4,98.4,1,0,1,139.3
Nakano,29.75,1,7,14.7,5.6,96.5,1,0,0,64.36
Adachi,70.03,2,4,2.5,1.0,100.0,0,1,0,161.86
Sumida,74.68,4,10,5.3,10.3,77.6,1,1,0,167.77
Bunkyo,99.16,4,18,50.0,5.4,100.0,1,1,1,148.03
Suginami,105.18,4,23,47.7,2.5,85.7,0,0,1,132.82
Katsushika,28.85,1,8,23.0,1.0,100.0,1,0,1,100.35
Nakano,78.0,3,22,3.1,3.7,85.9,1,1,0,180.06
Kita,79.18,2,8,11.1,6.6,99.8,1,1,0,101.95
Ota,100.45,4,30,9.3,6.7,86.0,1,1,0,185.29
Bunkyo,49.86,2,19,0.5,11.0,78.5,1,0,0,189.6
Arakawa,25.84,1,25,50.0,11.2,77.7,1,0,1,25.4
Chuo,90.14,5,29,19.4,5.3,93.3,1,0,1,221.48
Sumida,84.57,4,14,50.0,15.6,81.3,1,0,1,93.0
Taito,98.67,4,1,2.5,1.1,96.2,1,1,0,225.8
Toshima,106.98,3,25,50.0,1.0,92.6,1,1,1,126.15
Toshima,34.0,2,27,13.7,8.1,74.1,1,1,0,127.1
Katsushika,59.67,2,9,50.0,13.0,74.0,1,0,1,44.51
Bunkyo,24.9,1,7,19.9,6.4,69.6,1,0,1,145.34
Adachi,80.56,3,25,6.2,3.8,92.2,1,0,0,152.06
Chuo,28.75,2,9,1.2,2.7,100.0,0,1,0,175.92
Sumida,88.72,4,17,15.3,6.9,98.4,1,1,1,172.66
Sumida,35.31,1,27,17.0,30.0,36.9,0,0,0,33.33
Suginami,58.65,2,12,36.3,1.5,95.4,1,1,0,111.2
Chiyoda,53.27,1,27,6.0,10.2,85.8,1,1,0,137.81
Taito,88.87,3,14,26.8,1.0,98.9,1,0,1,167.98
Sumida,58.54,2,24,12.8,1.0,100.0,0,1,0,107.07
Shibuya,81.19,3,1,22.5,2.5,90.4,1,0,1,185.33
Nakano,20.0,1,2,34.1,19.4,62.9,1,1,1,41.21
Adachi,72.66,3,16,9.2,1.0,77.5,1,1,0,127.96
Suginami,38.97,1,25,8.8,1.0,100.0,1,1,0,118.17
Koto,78.49,3,4,8.5,21.1,44.0,0,0,0,104.51
Chiyoda,66.53,3,23,1.2,1.0,94.4,0,0,0,239.27
Edogawa,98.28,4,10,5.0,17.3,49.6,1,0,1,113.54
Ota,68.31,3,25,2.5,1.0,93.1,0,1,0,178.58
Nerima,44.09,2,2,2.5,7.1,89.6,1,1,0,109.07
Chiyoda,44.09,2,26,11.3,1.3,80.7,1,1,0,147.48
Taito,36.34,1,1,9.6,3.5,83.0,0,0,0,122.5
Chuo,104.72,5,27,3.1,23.0,65.5,1,0,0,165.57
Nerima,89.02,3,21,11.0,11.5,71.8,0,0,0,138.11
Meguro,73.8,2,27,1.8,3.8,100.0,0,0,0,253.16
Minato,53.35,1,29,29.0,8.4,82.4,1,1,1,166.88
Chuo,44.99,1,5,9.8,2.4,91.9,0,1,0,177.29
Arakawa,43.39,2,20,16.4,2.5,91.3,0,1,0,105.25
Itabashi,73.02,2,11,3.2,10.1,96.4,1,0,0,144.99
Bunkyo,61.82,2,9,9.6,30.0,56.6,1,0,0,100.78
Shibuya,72.38,3,1,34.0,3.8,100.0,1,1,0,216.06
Kita,48.59,2,26,5.1,12.8,80.7,1,0,0,120.65
Suginami,29.35,2,21,15.9,4.3,89.2,0,1,0,143.07
Chuo,20.0,1,24,5.7,2.9,100.0,1,1,0,112.98
Chuo,56.53,2,3,50.0,7.6,77.0,1,0,0,83.44
Toshima,113.35,5,30,7.0,12.1,86.1,1,0,0,191.4
Nakano,39.5,1,5,13.7,1.8,89.8,1,1,0,113.23
Sumida,90.61,4,16,1.5,5.6,66.0,1,0,0,139.17
Shinjuku,65.47,4,27,17.4,2.4,100.0,1,1,0,215.69
Bunkyo,23.87,1,25,7.5,5.0,91.0,1,0,0,122.25
Shibuya,43.48,1,23,10.4,8.6,80.6,1,1,0,202.35
Adachi,62.32,3,9,2.8,2.2,100.0,1,0,0,135.26
Edogawa,69.78,3,28,13.5,2.3,70.5,0,0,0,152.21
Koto,72.92,3,23,1.3,15.1,56.0,0,1,0,115.42
Kita,73.32,3,21,8.3,3.3,78.5,1,0,0,109.3
Chuo,68.35,3,24,5.8,4.4,87.4,1,0,0,202.24
Ota,101.68,3,30,4.8,1.0,82.9,1,1,0,170.79
Setagaya,77.89,3,16,13.6,8.0,75.4,1,0,0,179.74
Chiyoda,145.81,3,4,6.6,14.5,67.4,1,0,1,260.5
Shibuya,56.13,2,26,16.9,1.1,93.6,1,1,0,216.93
Koto,70.52,3,20,16.2,22.1,63.1,0,1,0,108.46
Ota,91.61,4,19,0.7,2.8,100.0,1,0,0,149.79
Bunkyo,82.94,2,18,8.6,23.8,60.1,1,1,0,143.66
Shinagawa,59.54,1,2,13.8,7.1,88.3,1,1,1,138.32
Itabashi,45.07,2,20,27.6,4.5,100.0,1,1,1,107.8
Chuo,52.91,2,6,10.2,1.0,90.3,1,1,1,210.77
Arakawa,103.77,3,14,0.7,12.9,76.6,1,1,0,165.99
Adachi,37.9,1,22,10.8,1.3,100.0,1,0,0,112.9
Setagaya,79.54,3,27,1.5,2.4,99.3,0,0,0,108.23
Chuo,81.57,4,20,14.8,3.9,100.0,1,1,1,165.9
Bunkyo,45.82,2,26,24.8,18.5,70.9,1,0,1,89.54
Taito,86.71,4,12,3.5,1.0,100.0,0,1,0,163.59
Sumida,73.64,3,17,24.1,7.2,90.8,1,1,1,153.5
Katsushika,41.99,3,21,50.0,6.4,80.8,1,0,1,59.41
Minato,102.28,4,19,39.5,18.5,64.4,0,0,0,204.45
Suginami,76.65,3,29,33.9,4.4,84.5,1,1,1,168.92
Itabashi,70.61,2,20,19.6,1.6,100.0,1,1,0,147.14
Chiyoda,50.68,2,19,7.5,1.0,100.0,1,0,0,175.66
Chiyoda,47.01,2,14,29.9,3.3,81.9,0,1,0,141.81
Koto,52.94,2,24,5.4,6.7,90.2,1,0,0,121.04
Katsushika,94.92,3,1,28.4,2.9,100.0,0,1,0,158.3
Setagaya,94.06,4,27,24.4,8.6,89.1,0,0,0,136.13
Nakano,20.0,1,1,1.7,6.6,80.8,1,1,0,129.16
Edogawa,36.8,1,4,23.1,4.3,92.2,0,1,0,104.24
Koto,43.46,2,12,20.5,10.4,64.9,1,1,0,120.88
Chiyoda,25.63,1,18,22.9,8.1,100.0,1,1,1,152.81
Shinjuku,53.0,3,5,1.9,10.5,99.7,1,0,0,159.93
Shinagawa,89.74,4,20,2.1,17.8,75.9,1,1,0,126.9
Itabashi,57.87,1,24,50.0,30.0,38.2,1,1,1,27.8
Minato,98.22,4,16,15.1,2.0,83.2,1,1,1,291.17
Setagaya,64.58,3,18,18.7,19.4,47.6,1,0,1,135.46
Chuo,20.0,1,25,9.1,15.0,60.3,1,0,0,106.76
Ota,20.0,1,20,50.0,5.5,100.0,0,0,1,46.92
Suginami,53.49,2,24,8.0,15.5,61.5,1,1,0,138.79
Itabashi,34.73,2,3,20.7,2.1,95.3,1,1,1,112.63
Itabashi,52.74,2,12,22.6,2.7,98.0,1,0,0,86.2
Minato,104.8,4,12,15.9,1.6,100.0,1,0,0,268.39
Meguro,55.41,2,19,5.5,11.9,79.2,1,0,0,186.11
Meguro,27.49,1,19,1.9,1.0,100.0,1,0,0,187.89
Shinagawa,83.46,3,6,44.4,6.8,98.8,1,1,1,148.72
Nakano,76.75,3,19,9.4,3.2,100.0,1,1,0,147.47
Itabashi,42.89,2,3,0.4,2.1,98.4,0,0,0,139.02
Shinagawa,84.68,3,2,36.4,3.2,100.0,0,1,1,150.67
Shinagawa,94.14,5,12,14.1,10.1,67.4,1,1,0,170.04
Suginami,91.1,3,11,14.4,4.3,100.0,1,1,0,178.44
Shinjuku,28.57,2,14,6.0,4.6,94.0,1,1,0,165.12
Adachi,84.24,4,26,38.5,1.3,98.0,1,0,1,123.46
Itabashi,61.51,3,10,26.5,1.0,83.9,0,1,0,126.42
Shinjuku,23.57,2,27,42.3,12.2,70.9,0,1,1,76.17
Taito,33.21,1,6,16.8,2.5,100.0,1,0,0,79.08
Taito,20.0,1,20,0.6,2.5,100.0,0,1,0,139.88
Itabashi,20.0,1,8,1.0,2.1,95.0,1,1,0,114.49
Kita,77.92,2,9,18.4,4.3,77.7,0,1,0,175.19
Ota,70.77,2,8,44.4,17.7,55.6,1,1,1,58.33
Koto,20.0,1,22,1.1,1.0,100.0,1,1,0,135.61
Nerima,102.48,3,12,5.5,7.7,64.2,0,1,0,166.31
Chiyoda,43.9,3,18,38.2,15.7,60.6,1,1,1,162.69
Itabashi,113.82,4,14,32.0,8.6,79.6,1,1,1,116.49
Bunkyo,73.16,3,4,7.3,1.0,93.4,0,0,0,195.58
Minato,108.8,3,11,6.3,14.9,82.7,1,0,0,225.47
Setagaya,77.36,2,14,19.2,25.9,50.8,1,0,0,92.24
Setagaya,20.0,1,2,10.0,4.4,100.0,0,0,0,129.44
Bunkyo,20.0,1,30,14.0,4.2,100.0,1,1,1,112.08
Ota,69.14,4,25,21.8,13.7,56.2,1,1,0,118.61
Chuo,62.62,3,24,0.3,11.1,69.3,1,0,0,180.28
Ota,59.99,1,24,35.5,20.1,51.9,0,1,1,101.95
Sumida,87.78,3,10,2.1,1.2,89.3,0,1,0,209.44
Setagaya,127.05,4,27,2.2,6.6,88.2,1,1,0,215.14
Shinagawa,90.05,4,20,50.0,1.2,100.0,1,1,1,150.5
Kita,84.0,2,11,10.9,6.1,87.4,1,0,0,163.29
Bunkyo,27.09,2,17,5.7,26.6,41.9,1,0,0,99.9
Bunkyo,101.41,4,22,35.3,8.0,74.5,0,1,1,176.66
Edogawa,43.84,2,13,0.4,21.4,50.6,1,1,0,98.36
Ota,99.01,4,18,2.2,4.0,91.4,1,0,0,192.45
Katsushika,64.42,4,29,0.6,3.2,91.3,1,1,0,180.44
Chuo,90.19,4,6,0.3,1.5,100.0,1,0,0,253.39
Taito,136.25,4,28,25.3,8.3,76.2,0,1,1,194.8
Meguro,64.01,3,25,12.8,5.1,93.0,1,1,1,211.58
Katsushika,75.23,3,28,20.1,30.0,52.6,1,1,0,88.37
Minato,73.77,2,7,6.0,4.2,93.8,1,1,0,238.98
Minato,67.76,3,13,8.6,5.8,83.6,0,1,0,256.66
Meguro,58.02,2,13,6.3,25.3,53.1,0,1,0,146.92
Shibuya,20.0,2,22,6.1,6.1,91.9,1,0,0,174.89
Katsushika,60.23,3,8,47.1,8.3,79.7,1,1,1,68.61
Shinagawa,29.5,1,15,27.7,7.1,74.1,1,0,1,95.6
Katsushika,108.95,5,1,11.7,5.2,76.2,0,1,1,216.8
Adachi,123.6,5,8,35.4,4.2,87.8,0,1,1,162.48
Minato,58.07,2,22,35.0,2.5,98.3,0,1,1,156.29
Minato,113.31,4,2,7.0,1.2,87.4,1,1,0,129.07
